0     sand(%)     silt(%)     clay(%)
3394   42   13   45
3395   42   14   44
3396   42   15   43
3397   42   16   42
3398   42   17   41
3399   42   18   40
3400   42   19   39
3401   42   20   38
3402   42   21   37
3403   42   22   36
3404   42   23   35
3405   42   24   34
3406   42   25   33
3407   42   26   32
3408   42   27   31
3409   42   28   30
3410   42   29   29
3411   42   30   28
3412   42   31   27
3413   42   32   26
3414   42   33   25
3415   42   34   24
3416   42   35   23
3417   42   36   22
3418   42   37   21
3419   42   38   20
3420   42   39   19
3421   42   40   18
3422   42   41   17
3423   42   42   16
3424   42   43   15
3425   42   44   14
3426   42   45   13
3427   42   46   12
3428   42   47   11
3429   42   48   10
3430   42   49   9
3431   42   50   8
3432   42   51   7
3433   42   52   6
3434   42   53   5
3435   42   54   4
3436   42   55   3
3437   42   56   2
3438   42   57   1
3439   42   58   0
3440   43   0   57
3441   43   1   56
3442   43   2   55
3443   43   3   54
3444   43   4   53
3445   43   5   52
3446   43   6   51
3447   43   7   50
3448   43   8   49
3449   43   9   48
3450   43   10   47
3451   43   11   46
3452   43   12   45
3453   43   13   44
3454   43   14   43
3455   43   15   42
3456   43   16   41
3457   43   17   40
3458   43   18   39
3459   43   19   38
3460   43   20   37
3461   43   21   36
3462   43   22   35
3463   43   23   34
3464   43   24   33
3465   43   25   32
3466   43   26   31
3467   43   27   30
3468   43   28   29
3469   43   29   28
3470   43   30   27
3471   43   31   26
3472   43   32   25
3473   43   33   24
3474   43   34   23
3475   43   35   22
3476   43   36   21
3477   43   37   20
3478   43   38   19
3479   43   39   18
3480   43   40   17
3481   43   41   16
3482   43   42   15
3483   43   43   14
3484   43   44   13
3485   43   45   12
3486   43   46   11
3487   43   47   10
3488   43   48   9
3489   43   49   8
3490   43   50   7
3491   43   51   6
3492   43   52   5
3493   43   53   4
3494   43   54   3
3495   43   55   2
3496   43   56   1
3497   43   57   0
3498   44   0   56
3499   44   1   55
3500   44   2   54
3501   44   3   53
3502   44   4   52
3503   44   5   51
3504   44   6   50
3505   44   7   49
3506   44   8   48
3507   44   9   47
3508   44   10   46
3509   44   11   45
3510   44   12   44
3511   44   13   43
3512   44   14   42
3513   44   15   41
3514   44   16   40
3515   44   17   39
3516   44   18   38
3517   44   19   37
3518   44   20   36
3519   44   21   35
3520   44   22   34
3521   44   23   33
3522   44   24   32
3523   44   25   31
3524   44   26   30
3525   44   27   29
3526   44   28   28
3527   44   29   27
3528   44   30   26
3529   44   31   25
3530   44   32   24
3531   44   33   23
3532   44   34   22
3533   44   35   21
3534   44   36   20
3535   44   37   19
3536   44   38   18
3537   44   39   17
3538   44   40   16
3539   44   41   15
3540   44   42   14
3541   44   43   13
3542   44   44   12
3543   44   45   11
3544   44   46   10
3545   44   47   9
3546   44   48   8
3547   44   49   7
3548   44   50   6
3549   44   51   5
3550   44   52   4
3551   44   53   3
3552   44   54   2
3553   44   55   1
3554   44   56   0
3555   45   0   55
3556   45   1   54
3557   45   2   53
3558   45   3   52
3559   45   4   51
3560   45   5   50
3561   45   6   49
3562   45   7   48
3563   45   8   47
3564   45   9   46
3565   45   10   45
3566   45   11   44
3567   45   12   43
3568   45   13   42
3569   45   14   41
3570   45   15   40
3571   45   16   39
3572   45   17   38
3573   45   18   37
3574   45   19   36
3575   45   20   35
3576   45   21   34
3577   45   22   33
3578   45   23   32
3579   45   24   31
3580   45   25   30
3581   45   26   29
3582   45   27   28
3583   45   28   27
3584   45   29   26
3585   45   30   25
3586   45   31   24
3587   45   32   23
3588   45   33   22
3589   45   34   21
3590   45   35   20
3591   45   36   19
3592   45   37   18
3593   45   38   17
3594   45   39   16
3595   45   40   15
3596   45   41   14
3597   45   42   13
3598   45   43   12
3599   45   44   11
3600   45   45   10
3601   45   46   9
3602   45   47   8
3603   45   48   7
3604   45   49   6
3605   45   50   5
3606   45   51   4
3607   45   52   3
3608   45   53   2
3609   45   54   1
3610   45   55   0
3611   46   0   54
3612   46   1   53
3613   46   2   52
3614   46   3   51
3615   46   4   50
3616   46   5   49
3617   46   6   48
3618   46   7   47
3619   46   8   46
3620   46   9   45
3621   46   10   44
3622   46   11   43
3623   46   12   42
3624   46   13   41
3625   46   14   40
3626   46   15   39
3627   46   16   38
3628   46   17   37
3629   46   18   36
3630   46   19   35
3631   46   20   34
3632   46   21   33
3633   46   22   32
3634   46   23   31
3635   46   24   30
3636   46   25   29
3637   46   26   28
3638   46   27   27
3639   46   28   26
3640   46   29   25
3641   46   30   24
3642   46   31   23
3643   46   32   22
3644   46   33   21
3645   46   34   20
3646   46   35   19
3647   46   36   18
3648   46   37   17
3649   46   38   16
3650   46   39   15
3651   46   40   14
3652   46   41   13
3653   46   42   12
3654   46   43   11
3655   46   44   10
3656   46   45   9
3657   46   46   8
3658   46   47   7
3659   46   48   6
3660   46   49   5
3661   46   50   4
3662   46   51   3
3663   46   52   2
3664   46   53   1
3665   46   54   0
3666   47   0   53
3667   47   1   52
3668   47   2   51
3669   47   3   50
3670   47   4   49
3671   47   5   48
3672   47   6   47
3673   47   7   46
3674   47   8   45
3675   47   9   44
3676   47   10   43
3677   47   11   42
3678   47   12   41
3679   47   13   40
3680   47   14   39
3681   47   15   38
3682   47   16   37
3683   47   17   36
3684   47   18   35
3685   47   19   34
3686   47   20   33
3687   47   21   32
3688   47   22   31
3689   47   23   30
3690   47   24   29
3691   47   25   28
3692   47   26   27
3693   47   27   26
3694   47   28   25
3695   47   29   24
3696   47   30   23
3697   47   31   22
3698   47   32   21
3699   47   33   20
3700   47   34   19
3701   47   35   18
3702   47   36   17
3703   47   37   16
3704   47   38   15
3705   47   39   14
3706   47   40   13
3707   47   41   12
3708   47   42   11
3709   47   43   10
3710   47   44   9
3711   47   45   8
3712   47   46   7
3713   47   47   6
3714   47   48   5
3715   47   49   4
3716   47   50   3
3717   47   51   2
3718   47   52   1
3719   47   53   0
3720   48   0   52
3721   48   1   51
3722   48   2   50
3723   48   3   49
3724   48   4   48
3725   48   5   47
3726   48   6   46
3727   48   7   45
3728   48   8   44
3729   48   9   43
3730   48   10   42
3731   48   11   41
3732   48   12   40
3733   48   13   39
3734   48   14   38
3735   48   15   37
3736   48   16   36
3737   48   17   35
3738   48   18   34
3739   48   19   33
3740   48   20   32
3741   48   21   31
3742   48   22   30
3743   48   23   29
3744   48   24   28
3745   48   25   27
3746   48   26   26
3747   48   27   25
3748   48   28   24
3749   48   29   23
3750   48   30   22
3751   48   31   21
3752   48   32   20
3753   48   33   19
3754   48   34   18
3755   48   35   17
3756   48   36   16
3757   48   37   15
3758   48   38   14
3759   48   39   13
3760   48   40   12
3761   48   41   11
3762   48   42   10
3763   48   43   9
3764   48   44   8
3765   48   45   7
3766   48   46   6
3767   48   47   5
3768   48   48   4
3769   48   49   3
3770   48   50   2
3771   48   51   1
3772   48   52   0
3773   49   0   51
3774   49   1   50
3775   49   2   49
3776   49   3   48
3777   49   4   47
3778   49   5   46
3779   49   6   45
3780   49   7   44
3781   49   8   43
3782   49   9   42
3783   49   10   41
3784   49   11   40
3785   49   12   39
3786   49   13   38
3787   49   14   37
3788   49   15   36
3789   49   16   35
3790   49   17   34
3791   49   18   33
3792   49   19   32
3793   49   20   31
3794   49   21   30
3795   49   22   29
3796   49   23   28
3797   49   24   27
3798   49   25   26
3799   49   26   25
3800   49   27   24
3801   49   28   23
3802   49   29   22
3803   49   30   21
3804   49   31   20
3805   49   32   19
3806   49   33   18
3807   49   34   17
3808   49   35   16
3809   49   36   15
3810   49   37   14
3811   49   38   13
3812   49   39   12
3813   49   40   11
3814   49   41   10
3815   49   42   9
3816   49   43   8
3817   49   44   7
3818   49   45   6
3819   49   46   5
3820   49   47   4
3821   49   48   3
3822   49   49   2
3823   49   50   1
3824   49   51   0
3825   50   0   50
3826   50   1   49
3827   50   2   48
3828   50   3   47
3829   50   4   46
3830   50   5   45
3831   50   6   44
3832   50   7   43
3833   50   8   42
3834   50   9   41
3835   50   10   40
3836   50   11   39
3837   50   12   38
3838   50   13   37
3839   50   14   36
3840   50   15   35
3841   50   16   34
3842   50   17   33
3843   50   18   32
3844   50   19   31
3845   50   20   30
3846   50   21   29
3847   50   22   28
3848   50   23   27
3849   50   24   26
3850   50   25   25
3851   50   26   24
3852   50   27   23
3853   50   28   22
3854   50   29   21
3855   50   30   20
3856   50   31   19
3857   50   32   18
3858   50   33   17
3859   50   34   16
3860   50   35   15
3861   50   36   14
3862   50   37   13
3863   50   38   12
3864   50   39   11
3865   50   40   10
3866   50   41   9
3867   50   42   8
3868   50   43   7
3869   50   44   6
3870   50   45   5
3871   50   46   4
3872   50   47   3
3873   50   48   2
3874   50   49   1
3875   50   50   0
3876   51   0   49
3877   51   1   48
3878   51   2   47
3879   51   3   46
3880   51   4   45
3881   51   5   44
3882   51   6   43
3883   51   7   42
3884   51   8   41
3885   51   9   40
3886   51   10   39
3887   51   11   38
3888   51   12   37
3889   51   13   36
3890   51   14   35
3891   51   15   34
3892   51   16   33
3893   51   17   32
3894   51   18   31
3895   51   19   30
3896   51   20   29
3897   51   21   28
3898   51   22   27
3899   51   23   26
3900   51   24   25
3901   51   25   24
3902   51   26   23
3903   51   27   22
3904   51   28   21
3905   51   29   20
3906   51   30   19
3907   51   31   18
3908   51   32   17
3909   51   33   16
3910   51   34   15
3911   51   35   14
3912   51   36   13
3913   51   37   12
3914   51   38   11
3915   51   39   10
3916   51   40   9
3917   51   41   8
3918   51   42   7
3919   51   43   6
3920   51   44   5
3921   51   45   4
3922   51   46   3
3923   51   47   2
3924   51   48   1
3925   51   49   0
3926   52   0   48
3927   52   1   47
3928   52   2   46
3929   52   3   45
3930   52   4   44
3931   52   5   43
3932   52   6   42
3933   52   7   41
3934   52   8   40
3935   52   9   39
3936   52   10   38
3937   52   11   37
3938   52   12   36
3939   52   13   35
3940   52   14   34
3941   52   15   33
3942   52   16   32
3943   52   17   31
3944   52   18   30
3945   52   19   29
3946   52   20   28
3947   52   21   27
3948   52   22   26
3949   52   23   25
3950   52   24   24
3951   52   25   23
3952   52   26   22
3953   52   27   21
3954   52   28   20
3955   52   29   19
3956   52   30   18
3957   52   31   17
3958   52   32   16
3959   52   33   15
3960   52   34   14
3961   52   35   13
3962   52   36   12
3963   52   37   11
3964   52   38   10
3965   52   39   9
3966   52   40   8
3967   52   41   7
3968   52   42   6
3969   52   43   5
3970   52   44   4
3971   52   45   3
3972   52   46   2
3973   52   47   1
3974   52   48   0
3975   53   0   47
3976   53   1   46
3977   53   2   45
3978   53   3   44
3979   53   4   43
3980   53   5   42
3981   53   6   41
3982   53   7   40
3983   53   8   39
3984   53   9   38
3985   53   10   37
3986   53   11   36
3987   53   12   35
3988   53   13   34
3989   53   14   33
3990   53   15   32
3991   53   16   31
3992   53   17   30
3993   53   18   29
3994   53   19   28
3995   53   20   27
3996   53   21   26
3997   53   22   25
3998   53   23   24
3999   53   24   23
4000   53   25   22
4001   53   26   21
4002   53   27   20
4003   53   28   19
4004   53   29   18
4005   53   30   17
4006   53   31   16
4007   53   32   15
4008   53   33   14
4009   53   34   13
4010   53   35   12
4011   53   36   11
4012   53   37   10
4013   53   38   9
4014   53   39   8
4015   53   40   7
4016   53   41   6
4017   53   42   5
4018   53   43   4
4019   53   44   3
4020   53   45   2
4021   53   46   1
4022   53   47   0
4023   54   0   46
4024   54   1   45
4025   54   2   44
4026   54   3   43
4027   54   4   42
4028   54   5   41
4029   54   6   40
4030   54   7   39
4031   54   8   38
4032   54   9   37
4033   54   10   36
4034   54   11   35
4035   54   12   34
4036   54   13   33
4037   54   14   32
4038   54   15   31
4039   54   16   30
4040   54   17   29
4041   54   18   28
4042   54   19   27
4043   54   20   26
4044   54   21   25
4045   54   22   24
4046   54   23   23
4047   54   24   22
4048   54   25   21
4049   54   26   20
4050   54   27   19
4051   54   28   18
4052   54   29   17
4053   54   30   16
4054   54   31   15
4055   54   32   14
4056   54   33   13
4057   54   34   12
4058   54   35   11
4059   54   36   10
4060   54   37   9
4061   54   38   8
4062   54   39   7
4063   54   40   6
4064   54   41   5
4065   54   42   4
4066   54   43   3
4067   54   44   2
4068   54   45   1
4069   54   46   0
4070   55   0   45
4071   55   1   44
4072   55   2   43
4073   55   3   42
4074   55   4   41
4075   55   5   40
4076   55   6   39
4077   55   7   38
4078   55   8   37
4079   55   9   36
4080   55   10   35
4081   55   11   34
4082   55   12   33
4083   55   13   32
4084   55   14   31
4085   55   15   30
4086   55   16   29
4087   55   17   28
4088   55   18   27
4089   55   19   26
4090   55   20   25
4091   55   21   24
4092   55   22   23
4093   55   23   22
4094   55   24   21
4095   55   25   20
4096   55   26   19
4097   55   27   18
4098   55   28   17
4099   55   29   16
4100   55   30   15
4101   55   31   14
4102   55   32   13
4103   55   33   12
4104   55   34   11
4105   55   35   10
4106   55   36   9
4107   55   37   8
4108   55   38   7
4109   55   39   6
4110   55   40   5
4111   55   41   4
4112   55   42   3
4113   55   43   2
4114   55   44   1
4115   55   45   0
4116   56   0   44
4117   56   1   43
4118   56   2   42
4119   56   3   41
4120   56   4   40
4121   56   5   39
4122   56   6   38
4123   56   7   37
4124   56   8   36
4125   56   9   35
4126   56   10   34
4127   56   11   33
4128   56   12   32
4129   56   13   31
4130   56   14   30
4131   56   15   29
4132   56   16   28
4133   56   17   27
4134   56   18   26
4135   56   19   25
4136   56   20   24
4137   56   21   23
4138   56   22   22
4139   56   23   21
4140   56   24   20
4141   56   25   19
4142   56   26   18
4143   56   27   17
4144   56   28   16
4145   56   29   15
4146   56   30   14
4147   56   31   13
4148   56   32   12
4149   56   33   11
4150   56   34   10
4151   56   35   9
4152   56   36   8
4153   56   37   7
4154   56   38   6
4155   56   39   5
4156   56   40   4
4157   56   41   3
4158   56   42   2
4159   56   43   1
4160   56   44   0
4161   57   0   43
4162   57   1   42
4163   57   2   41
4164   57   3   40
4165   57   4   39
4166   57   5   38
4167   57   6   37
4168   57   7   36
4169   57   8   35
4170   57   9   34
4171   57   10   33
4172   57   11   32
4173   57   12   31
4174   57   13   30
4175   57   14   29
4176   57   15   28
4177   57   16   27
4178   57   17   26
4179   57   18   25
4180   57   19   24
4181   57   20   23
4182   57   21   22
4183   57   22   21
4184   57   23   20
4185   57   24   19
4186   57   25   18
4187   57   26   17
4188   57   27   16
4189   57   28   15
4190   57   29   14
4191   57   30   13
4192   57   31   12
4193   57   32   11
4194   57   33   10
4195   57   34   9
4196   57   35   8
4197   57   36   7
4198   57   37   6
4199   57   38   5
4200   57   39   4
4201   57   40   3
4202   57   41   2
4203   57   42   1
4204   57   43   0
4205   58   0   42
4206   58   1   41
4207   58   2   40
4208   58   3   39
4209   58   4   38
4210   58   5   37
4211   58   6   36
4212   58   7   35
4213   58   8   34
4214   58   9   33
4215   58   10   32
4216   58   11   31
4217   58   12   30
4218   58   13   29
4219   58   14   28
4220   58   15   27
4221   58   16   26
4222   58   17   25
4223   58   18   24
4224   58   19   23
4225   58   20   22
4226   58   21   21
4227   58   22   20
4228   58   23   19
4229   58   24   18
4230   58   25   17
4231   58   26   16
4232   58   27   15
4233   58   28   14
4234   58   29   13
4235   58   30   12
4236   58   31   11
4237   58   32   10
4238   58   33   9
4239   58   34   8
4240   58   35   7
4241   58   36   6
4242   58   37   5
4243   58   38   4
4244   58   39   3
4245   58   40   2
4246   58   41   1
4247   58   42   0
4248   59   0   41
4249   59   1   40
4250   59   2   39
4251   59   3   38
4252   59   4   37
4253   59   5   36
4254   59   6   35
4255   59   7   34
4256   59   8   33
4257   59   9   32
4258   59   10   31
4259   59   11   30
4260   59   12   29
4261   59   13   28
4262   59   14   27
4263   59   15   26
4264   59   16   25
4265   59   17   24
4266   59   18   23
4267   59   19   22
4268   59   20   21
4269   59   21   20
4270   59   22   19
4271   59   23   18
4272   59   24   17
4273   59   25   16
4274   59   26   15
4275   59   27   14
4276   59   28   13
4277   59   29   12
4278   59   30   11
4279   59   31   10
4280   59   32   9
4281   59   33   8
4282   59   34   7
4283   59   35   6
4284   59   36   5
4285   59   37   4
4286   59   38   3
4287   59   39   2
4288   59   40   1
4289   59   41   0
4290   60   0   40
4291   60   1   39
4292   60   2   38
4293   60   3   37
4294   60   4   36
4295   60   5   35
4296   60   6   34
4297   60   7   33
4298   60   8   32
4299   60   9   31
4300   60   10   30
4301   60   11   29
4302   60   12   28
4303   60   13   27
4304   60   14   26
4305   60   15   25
4306   60   16   24
4307   60   17   23
4308   60   18   22
4309   60   19   21
4310   60   20   20
4311   60   21   19
4312   60   22   18
4313   60   23   17
4314   60   24   16
4315   60   25   15
4316   60   26   14
4317   60   27   13
4318   60   28   12
4319   60   29   11
4320   60   30   10
4321   60   31   9
4322   60   32   8
4323   60   33   7
4324   60   34   6
4325   60   35   5
4326   60   36   4
4327   60   37   3
4328   60   38   2
4329   60   39   1
4330   60   40   0
4331   61   0   39
4332   61   1   38
4333   61   2   37
4334   61   3   36
4335   61   4   35
4336   61   5   34
4337   61   6   33
4338   61   7   32
4339   61   8   31
4340   61   9   30
4341   61   10   29
4342   61   11   28
4343   61   12   27
4344   61   13   26
4345   61   14   25
4346   61   15   24
4347   61   16   23
4348   61   17   22
4349   61   18   21
4350   61   19   20
4351   61   20   19
4352   61   21   18
4353   61   22   17
4354   61   23   16
4355   61   24   15
4356   61   25   14
4357   61   26   13
4358   61   27   12
4359   61   28   11
4360   61   29   10
4361   61   30   9
4362   61   31   8
4363   61   32   7
4364   61   33   6
4365   61   34   5
4366   61   35   4
4367   61   36   3
4368   61   37   2
4369   61   38   1
4370   61   39   0
4371   62   0   38
4372   62   1   37
4373   62   2   36
4374   62   3   35
4375   62   4   34
4376   62   5   33
4377   62   6   32
4378   62   7   31
4379   62   8   30
4380   62   9   29
4381   62   10   28
4382   62   11   27
4383   62   12   26
4384   62   13   25
4385   62   14   24
4386   62   15   23
4387   62   16   22
4388   62   17   21
4389   62   18   20
4390   62   19   19
4391   62   20   18
4392   62   21   17
4393   62   22   16
4394   62   23   15
4395   62   24   14
4396   62   25   13
4397   62   26   12
4398   62   27   11
4399   62   28   10
4400   62   29   9
4401   62   30   8
4402   62   31   7
4403   62   32   6
4404   62   33   5
4405   62   34   4
4406   62   35   3
4407   62   36   2
4408   62   37   1
4409   62   38   0
4410   63   0   37
4411   63   1   36
4412   63   2   35
4413   63   3   34
4414   63   4   33
4415   63   5   32
4416   63   6   31
4417   63   7   30
4418   63   8   29
4419   63   9   28
4420   63   10   27
4421   63   11   26
4422   63   12   25
4423   63   13   24
4424   63   14   23
4425   63   15   22
4426   63   16   21
4427   63   17   20
4428   63   18   19
4429   63   19   18
4430   63   20   17
4431   63   21   16
4432   63   22   15
4433   63   23   14
4434   63   24   13
4435   63   25   12
4436   63   26   11
4437   63   27   10
4438   63   28   9
4439   63   29   8
4440   63   30   7
4441   63   31   6
4442   63   32   5
4443   63   33   4
4444   63   34   3
4445   63   35   2
4446   63   36   1
4447   63   37   0
4448   64   0   36
4449   64   1   35
4450   64   2   34
4451   64   3   33
4452   64   4   32
4453   64   5   31
4454   64   6   30
4455   64   7   29
4456   64   8   28
4457   64   9   27
4458   64   10   26
4459   64   11   25
4460   64   12   24
4461   64   13   23
4462   64   14   22
4463   64   15   21
4464   64   16   20
4465   64   17   19
4466   64   18   18
4467   64   19   17
4468   64   20   16
4469   64   21   15
4470   64   22   14
4471   64   23   13
4472   64   24   12
4473   64   25   11
4474   64   26   10
4475   64   27   9
4476   64   28   8
4477   64   29   7
4478   64   30   6
4479   64   31   5
4480   64   32   4
4481   64   33   3
4482   64   34   2
4483   64   35   1
4484   64   36   0
4485   65   0   35
4486   65   1   34
4487   65   2   33
4488   65   3   32
4489   65   4   31
4490   65   5   30
4491   65   6   29
4492   65   7   28
4493   65   8   27
4494   65   9   26
4495   65   10   25
4496   65   11   24
4497   65   12   23
4498   65   13   22
4499   65   14   21
4500   65   15   20
4501   65   16   19
4502   65   17   18
4503   65   18   17
4504   65   19   16
4505   65   20   15
4506   65   21   14
4507   65   22   13
4508   65   23   12
4509   65   24   11
4510   65   25   10
4511   65   26   9
4512   65   27   8
4513   65   28   7
4514   65   29   6
4515   65   30   5
4516   65   31   4
4517   65   32   3
4518   65   33   2
4519   65   34   1
4520   65   35   0
4521   66   0   34
4522   66   1   33
4523   66   2   32
4524   66   3   31
4525   66   4   30
4526   66   5   29
4527   66   6   28
4528   66   7   27
4529   66   8   26
4530   66   9   25
4531   66   10   24
4532   66   11   23
4533   66   12   22
4534   66   13   21
4535   66   14   20
4536   66   15   19
4537   66   16   18
4538   66   17   17
4539   66   18   16
4540   66   19   15
4541   66   20   14
4542   66   21   13
4543   66   22   12
4544   66   23   11
4545   66   24   10
4546   66   25   9
4547   66   26   8
4548   66   27   7
4549   66   28   6
4550   66   29   5
4551   66   30   4
4552   66   31   3
4553   66   32   2
4554   66   33   1
4555   66   34   0
4556   67   0   33
4557   67   1   32
4558   67   2   31
4559   67   3   30
4560   67   4   29
4561   67   5   28
4562   67   6   27
4563   67   7   26
4564   67   8   25
4565   67   9   24
4566   67   10   23
4567   67   11   22
4568   67   12   21
4569   67   13   20
4570   67   14   19
4571   67   15   18
4572   67   16   17
4573   67   17   16
4574   67   18   15
4575   67   19   14
4576   67   20   13
4577   67   21   12
4578   67   22   11
4579   67   23   10
4580   67   24   9
4581   67   25   8
4582   67   26   7
4583   67   27   6
4584   67   28   5
4585   67   29   4
4586   67   30   3
4587   67   31   2
4588   67   32   1
4589   67   33   0
4590   68   0   32
4591   68   1   31
4592   68   2   30
4593   68   3   29
4594   68   4   28
4595   68   5   27
4596   68   6   26
4597   68   7   25
4598   68   8   24
4599   68   9   23
4600   68   10   22
4601   68   11   21
4602   68   12   20
4603   68   13   19
4604   68   14   18
4605   68   15   17
4606   68   16   16
4607   68   17   15
4608   68   18   14
4609   68   19   13
4610   68   20   12
4611   68   21   11
4612   68   22   10
4613   68   23   9
4614   68   24   8
4615   68   25   7
4616   68   26   6
4617   68   27   5
4618   68   28   4
4619   68   29   3
4620   68   30   2
4621   68   31   1
4622   68   32   0
4623   69   0   31
4624   69   1   30
4625   69   2   29
4626   69   3   28
4627   69   4   27
4628   69   5   26
4629   69   6   25
4630   69   7   24
4631   69   8   23
4632   69   9   22
4633   69   10   21
4634   69   11   20
4635   69   12   19
4636   69   13   18
4637   69   14   17
4638   69   15   16
4639   69   16   15
4640   69   17   14
4641   69   18   13
4642   69   19   12
4643   69   20   11
4644   69   21   10
4645   69   22   9
4646   69   23   8
4647   69   24   7
4648   69   25   6
4649   69   26   5
4650   69   27   4
4651   69   28   3
4652   69   29   2
4653   69   30   1
4654   69   31   0
4655   70   0   30
4656   70   1   29
4657   70   2   28
4658   70   3   27
4659   70   4   26
4660   70   5   25
4661   70   6   24
4662   70   7   23
4663   70   8   22
4664   70   9   21
4665   70   10   20
4666   70   11   19
4667   70   12   18
4668   70   13   17
4669   70   14   16
4670   70   15   15
4671   70   16   14
4672   70   17   13
4673   70   18   12
4674   70   19   11
4675   70   20   10
4676   70   21   9
4677   70   22   8
4678   70   23   7
4679   70   24   6
4680   70   25   5
4681   70   26   4
4682   70   27   3
4683   70   28   2
4684   70   29   1
4685   70   30   0
4686   71   0   29
4687   71   1   28
4688   71   2   27
4689   71   3   26
4690   71   4   25
4691   71   5   24
4692   71   6   23
4693   71   7   22
4694   71   8   21
4695   71   9   20
4696   71   10   19
4697   71   11   18
4698   71   12   17
4699   71   13   16
4700   71   14   15
4701   71   15   14
4702   71   16   13
4703   71   17   12
4704   71   18   11
4705   71   19   10
4706   71   20   9
4707   71   21   8
4708   71   22   7
4709   71   23   6
4710   71   24   5
4711   71   25   4
4712   71   26   3
4713   71   27   2
4714   71   28   1
4715   71   29   0
4716   72   0   28
4717   72   1   27
4718   72   2   26
4719   72   3   25
4720   72   4   24
4721   72   5   23
4722   72   6   22
4723   72   7   21
4724   72   8   20
4725   72   9   19
4726   72   10   18
4727   72   11   17
4728   72   12   16
4729   72   13   15
4730   72   14   14
4731   72   15   13
4732   72   16   12
4733   72   17   11
4734   72   18   10
4735   72   19   9
4736   72   20   8
4737   72   21   7
4738   72   22   6
4739   72   23   5
4740   72   24   4
4741   72   25   3
4742   72   26   2
4743   72   27   1
4744   72   28   0
4745   73   0   27
4746   73   1   26
4747   73   2   25
4748   73   3   24
4749   73   4   23
4750   73   5   22
4751   73   6   21
4752   73   7   20
4753   73   8   19
4754   73   9   18
4755   73   10   17
4756   73   11   16
4757   73   12   15
4758   73   13   14
4759   73   14   13
4760   73   15   12
4761   73   16   11
4762   73   17   10
4763   73   18   9
4764   73   19   8
4765   73   20   7
4766   73   21   6
4767   73   22   5
4768   73   23   4
4769   73   24   3
4770   73   25   2
4771   73   26   1
4772   73   27   0
4773   74   0   26
4774   74   1   25
4775   74   2   24
4776   74   3   23
4777   74   4   22
4778   74   5   21
4779   74   6   20
4780   74   7   19
4781   74   8   18
4782   74   9   17
4783   74   10   16
4784   74   11   15
4785   74   12   14
4786   74   13   13
4787   74   14   12
4788   74   15   11
4789   74   16   10
4790   74   17   9
4791   74   18   8
4792   74   19   7
4793   74   20   6
4794   74   21   5
4795   74   22   4
4796   74   23   3
4797   74   24   2
4798   74   25   1
4799   74   26   0
4800   75   0   25
4801   75   1   24
4802   75   2   23
4803   75   3   22
4804   75   4   21
4805   75   5   20
4806   75   6   19
4807   75   7   18
4808   75   8   17
4809   75   9   16
4810   75   10   15
4811   75   11   14
4812   75   12   13
4813   75   13   12
4814   75   14   11
4815   75   15   10
4816   75   16   9
4817   75   17   8
4818   75   18   7
4819   75   19   6
4820   75   20   5
4821   75   21   4
4822   75   22   3
4823   75   23   2
4824   75   24   1
4825   75   25   0
4826   76   0   24
4827   76   1   23
4828   76   2   22
4829   76   3   21
4830   76   4   20
4831   76   5   19
4832   76   6   18
4833   76   7   17
4834   76   8   16
4835   76   9   15
4836   76   10   14
4837   76   11   13
4838   76   12   12
4839   76   13   11
4840   76   14   10
4841   76   15   9
4842   76   16   8
4843   76   17   7
4844   76   18   6
4845   76   19   5
4846   76   20   4
4847   76   21   3
4848   76   22   2
4849   76   23   1
4850   76   24   0
4851   77   0   23
4852   77   1   22
4853   77   2   21
4854   77   3   20
4855   77   4   19
4856   77   5   18
4857   77   6   17
4858   77   7   16
4859   77   8   15
4860   77   9   14
4861   77   10   13
4862   77   11   12
4863   77   12   11
4864   77   13   10
4865   77   14   9
4866   77   15   8
4867   77   16   7
4868   77   17   6
4869   77   18   5
4870   77   19   4
4871   77   20   3
4872   77   21   2
4873   77   22   1
4874   77   23   0
4875   78   0   22
4876   78   1   21
4877   78   2   20
4878   78   3   19
4879   78   4   18
4880   78   5   17
4881   78   6   16
4882   78   7   15
4883   78   8   14
4884   78   9   13
4885   78   10   12
4886   78   11   11
4887   78   12   10
4888   78   13   9
4889   78   14   8
4890   78   15   7
4891   78   16   6
4892   78   17   5
4893   78   18   4
4894   78   19   3
4895   78   20   2
4896   78   21   1
4897   78   22   0
4898   79   0   21
4899   79   1   20
4900   79   2   19
4901   79   3   18
4902   79   4   17
4903   79   5   16
4904   79   6   15
4905   79   7   14
4906   79   8   13
4907   79   9   12
4908   79   10   11
4909   79   11   10
4910   79   12   9
4911   79   13   8
4912   79   14   7
4913   79   15   6
4914   79   16   5
4915   79   17   4
4916   79   18   3
4917   79   19   2
4918   79   20   1
4919   79   21   0
4920   80   0   20
4921   80   1   19
4922   80   2   18
4923   80   3   17
4924   80   4   16
4925   80   5   15
4926   80   6   14
4927   80   7   13
4928   80   8   12
4929   80   9   11
4930   80   10   10
4931   80   11   9
4932   80   12   8
4933   80   13   7
4934   80   14   6
4935   80   15   5
4936   80   16   4
4937   80   17   3
4938   80   18   2
4939   80   19   1
4940   80   20   0
4941   81   0   19
4942   81   1   18
4943   81   2   17
4944   81   3   16
4945   81   4   15
4946   81   5   14
